Title,URL
Specialist Palliative Care and Health Care Costs at the End of Life,https://link.springer.com/article/10.1007/s41669-023-00446-7
Hypotensive effects of exercise training: are postmenopausal women with hypertension non-responders or responders?,https://link.springer.com/article/10.1038/s41440-024-01721-8
Preparation of the Au/TiO2 Catalyst for the Oxidation of 2-Phenylethyl Alcohol using a Cacumen Platycladi Extract as a Reducing Agent,https://link.springer.com/article/10.1134/S0965544124030125
Two-tiered aerobic exercise program in hypertension,https://link.springer.com/article/10.1038/s41440-024-01774-9
A comprehensive suite of earthquake catalogues for the 2016-2017 Central Italy seismic sequence,https://link.springer.com/article/10.1038/s41597-022-01827-z
Severe tropical cyclones over southwest Pacific Islands: economic impacts and implications for disaster risk management,https://link.springer.com/article/10.1007/s10584-022-03391-2
Enhancing cowpea wilt resistance: insights from gene coexpression network analysis with exogenous melatonin treatment,https://link.springer.com/article/10.1186/s12870-024-05289-w
Iron-Containing Polyoxotungstophosphates and Products of Their Thermolysis,https://link.springer.com/article/10.1134/S1070363223070198
The journey to a learning health system in primary care: a qualitative case study utilising an embedded research approach,https://link.springer.com/article/10.1186/s12875-022-01955-w
Acceptance for Income Inequality in Poland,https://link.springer.com/article/10.1007/s11205-023-03072-2
Predicting response time on self-report rating scale assessments of noncognitive constructs,https://link.springer.com/article/10.3758/s13428-023-02073-w
Probability and Impact Perspectives on Cost and Schedule Risks in International Construction Projects: An Empirical Investigation,https://link.springer.com/article/10.1007/s12205-024-2598-7
A Multi-Agent System for the Optimization of Medical Waste Management,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-3-031-43520-1_12
Cohomology and Crossed Module Extensions of Hom-Leibniz–Rinehart Algebras,https://link.springer.com/article/10.1007/s11464-022-0351-4
Digital PCR-based evaluation of nucleic acid extraction kit performance for the co-purification of cell-free DNA and RNA,https://link.springer.com/article/10.1186/s40246-022-00446-4
Usability Evaluation of Mobile Application Software Mockups,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-3-031-10461-9_22
Sequencing and gene expression analysis of catalase genes in Antarctic fungal strain Penicillium griseofulvum P29,https://link.springer.com/article/10.1007/s00300-021-03001-4
Catalytic enantioselective intramolecular hydroamination of alkenes using chiral aprotic cyclic urea ligand on manganese (II),https://link.springer.com/article/10.1038/s41467-024-50757-4
The North Equatorial Current and rapid intensification of super typhoons,https://link.springer.com/article/10.1038/s41467-024-45685-2
Validation of the psychosocial consequences of screening in lung cancer questionnaire in the international lung screen trial Australian cohort,https://link.springer.com/article/10.1186/s12955-023-02225-8
Synthesis and Thermal Transformations of Tungsten Phosphate Metallate Complexes with Hexamethylenetetramine,https://link.springer.com/article/10.1134/S0036023624600953
Occupational influences on Spondylolysis and Spondylolisthesis in a cohort of 18-year-old male military conscripts,https://link.springer.com/article/10.1186/s12891-020-03747-8
(+)-Catechin mitigates impairment in insulin secretion and beta cell damage in methylglyoxal-induced pancreatic beta cells,https://link.springer.com/article/10.1007/s11033-024-09338-3
Probability and Impact Perspectives on Cost and Schedule Risks in International Construction Projects: An Empirical Investigation,https://link.springer.com/article/10.1007/s12205-024-2598-7
Chromosome folding and prophage activation reveal specific genomic architecture for intestinal bacteria,https://link.springer.com/article/10.1186/s40168-023-01541-x
Contrastive Learning Enhanced Diffusion Model for Improving Tropical Cyclone Intensity Estimation with Test-Time Adaptation,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-3-031-70378-2_26
Specialist Palliative Care and Health Care Costs at the End of Life,https://link.springer.com/article/10.1007/s41669-023-00446-7
Predicting response time on self-report rating scale assessments of noncognitive constructs,https://link.springer.com/article/10.3758/s13428-023-02073-w
A comprehensive suite of earthquake catalogues for the 2016-2017 Central Italy seismic sequence,https://link.springer.com/article/10.1038/s41597-022-01827-z
"Migration and Paleomobility in the Face of Environmental Change and Political Collapse: Case Studies from San Pedro de Atacama, Northern Chile",https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-3-031-32268-6_11
CO hydrogenation to ethanol over CuZnAl composite catalysts with the addition of carbon nanotubes,https://link.springer.com/article/10.1007/s11144-022-02229-3
Isotopic Analyses in the Andes: From the Macro- to Micro-scale,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-3-031-25722-3_2
Power Line Communication for Long-Distance Underwater Applications,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-981-99-3236-8_74
Severe tropical cyclones over southwest Pacific Islands: economic impacts and implications for disaster risk management,https://link.springer.com/article/10.1007/s10584-022-03391-2
Characterization of A π–π stacking cocrystal of 4-nitrophthalonitrile directed toward application in photocatalysis,https://link.springer.com/article/10.1038/s41467-024-45686-1
"Network, Telecommunication",https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-3-031-60290-0_3
Rare copy-number variants as modulators of common disease susceptibility,https://link.springer.com/article/10.1186/s13073-023-01265-5
CAT-MOOD Methods for Conservation Laws in One Space Dimension,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-3-031-55264-9_15
Chromosome folding and prophage activation reveal specific genomic architecture for intestinal bacteria,https://link.springer.com/article/10.1186/s40168-023-01541-x
Upcycling of face masks to application-rich multi- and single-walled carbon nanotubes,https://link.springer.com/article/10.1007/s42823-022-00398-8
Multi-Objective Optimization Algorithms in Medical Image Analysis,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-3-031-17544-2_4
Catalytic enantioselective intramolecular hydroamination of alkenes using chiral aprotic cyclic urea ligand on manganese (II),https://link.springer.com/article/10.1038/s41467-024-50757-4
Reply to: Inaccurate viral prediction leads to overestimated diversity of the archaeal virome in the human gut,https://link.springer.com/article/10.1038/s41467-024-49903-9
Promoter profiling of Arabidopsis amino acid transporters: clues for improving crops,https://link.springer.com/article/10.1007/s11103-021-01193-1
Indian Standard Time Synchronization Via NTP Server Over Different Networks,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-981-19-2468-2_21
A comprehensive review of Hungarian futures studies in light of international journal articles,https://link.springer.com/article/10.1186/s40309-022-00201-x
Electron-catalysed molecular recognition,https://link.springer.com/article/10.1038/s41586-021-04377-3
Effects of triple therapy on disease burden in patients of GOLD groups C and D: results from the observational COPD cohort COSYCONET,https://link.springer.com/article/10.1186/s12890-024-02902-4
"MonVia Project, Development and Application of a New Sensor Box",https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-3-031-61425-5_65
Intravenous Alcohol Administration Studies in Humans: Investigator-Prescribed and Self-Administration Paradigms,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-1-0716-3267-3_8
"Optimal Conditions for Carrying Out an OMA on Bridges and Viaducts, Both in Terms of Environmental Excitation and the Type of Transducers Used",https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-3-031-39109-5_48
Multiomics analysis provides new insights into the regulatory mechanism of carotenoid biosynthesis in yellow peach peel,https://link.springer.com/article/10.1186/s43897-023-00070-3
Flexible Information System Infrastructure Solutions for Small and Medium Enterprises,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-3-031-16538-2_34
"Synthesis, Crystal Structure, and Properties of Phenylsilicon(IV) Bis-catecholate Complexes",https://link.springer.com/article/10.1134/S1070328422090019
Automated and personalized meal plan generation and relevance scoring using a multi-factor adaptation of the transportation problem,https://link.springer.com/article/10.1007/s00500-021-06400-1
An FPGA Implementation of Gigabit Ethernet Data Transfer Scheme for Ultrasound Imaging,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-981-99-1699-3_21
Beam Tests of the Prototype Data-Processing System for the Silicon Tracking System of the BM@N Experiment,https://link.springer.com/article/10.1134/S0020441223010116
The effects of electromagnetic field radiation of extremely low frequency on growth parameters and nucleotide substitutions in L. minor clones,https://link.springer.com/article/10.1007/s11738-024-03675-3
Catalytic enantioselective intramolecular hydroamination of alkenes using chiral aprotic cyclic urea ligand on manganese (II),https://link.springer.com/article/10.1038/s41467-024-50757-4
Characterization of A π–π stacking cocrystal of 4-nitrophthalonitrile directed toward application in photocatalysis,https://link.springer.com/article/10.1038/s41467-024-45686-1
MRI-compatible electromagnetic servomotor for image-guided medical robotics,https://link.springer.com/article/10.1038/s44172-022-00001-y
"Synthesis, Crystal Structure, and Properties of Phenylsilicon(IV) Bis-catecholate Complexes",https://link.springer.com/article/10.1134/S1070328422090019
Genome-wide identification and comparative analysis of the Amino Acid Transporter (AAT) gene family and their roles during Phaseolus vulgaris symbioses,https://link.springer.com/article/10.1007/s10142-024-01331-0
Multi-Objective Optimization Algorithms in Medical Image Analysis,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-3-031-17544-2_4
A comprehensive review of Hungarian futures studies in light of international journal articles,https://link.springer.com/article/10.1186/s40309-022-00201-x
Promoter profiling of Arabidopsis amino acid transporters: clues for improving crops,https://link.springer.com/article/10.1007/s11103-021-01193-1
Effects of triple therapy on disease burden in patients of GOLD groups C and D: results from the observational COPD cohort COSYCONET,https://link.springer.com/article/10.1186/s12890-024-02902-4
Transnational Approach for DSO-controllable e-Mobility Charging Infrastructure in A-CH-CZ,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-3-658-32471-1_17
IT Systems and the Wider World,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-1-4842-8728-6_16
Endovascular Management of Acute Limb Ischemia,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-3-031-42735-0_23
An Interpretable Machine Learning Approach for Predicting Hospital Length of Stay and Readmission,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-3-030-95405-5_6
"Synthesis of a New Type of Ligands and Its Application in Copolymerization with Carbon Dioxide, Propylene Oxide, and Ethyl Isocyanate",https://link.springer.com/article/10.1134/S1070363222080205
"Tracing the geographic origins of two forms of Opuntia ficus-indica cultivated in Argentina using haplotype diversity patterns, and cytogenetic and morphological analyses",https://link.springer.com/article/10.1007/s10722-024-01876-w
Occupational influences on Spondylolysis and Spondylolisthesis in a cohort of 18-year-old male military conscripts,https://link.springer.com/article/10.1186/s12891-020-03747-8
Effectiveness and safety of continuous low-molecular-weight heparin versus switching to direct oral anticoagulants in cancer-associated venous thrombosis,https://link.springer.com/article/10.1038/s41467-024-50037-1
Population genetic structure of Aedes aegypti subspecies in selected geographical locations in Sudan,https://link.springer.com/article/10.1038/s41598-024-52591-6
Analyzing Natural-Language Knowledge Under Uncertainty on the Basis of Description Logics,https://link.springer.com/article/10.1007/s10559-024-00643-0
Regulation of Cat8 in energy metabolic balance and glucose tolerance in Saccharomyces cerevisiae,https://link.springer.com/article/10.1007/s00253-023-12593-2
Two homologs of the Cat8 transcription factor are involved in the regulation of ethanol utilization in Komagataella phaffii,https://link.springer.com/article/10.1007/s00294-021-01165-4
Catalytic enantioselective intramolecular hydroamination of alkenes using chiral aprotic cyclic urea ligand on manganese (II),https://link.springer.com/article/10.1038/s41467-024-50757-4
Hybrid-architectured double-promoter expression systems enhance and upregulate-deregulated gene expressions in Pichia pastoris in methanol-free media,https://link.springer.com/article/10.1007/s00253-020-10796-5
Endovascular treatments of acute pulmonary embolism in the post-fibrinolytic era: an up-to-date review,https://link.springer.com/article/10.1186/s13244-024-01694-9
Thrombectomy of the Profunda Femoral Vein in Iliofemoral Deep Venous Thrombosis Using an Antegrade Popliteal Approach,https://link.springer.com/article/10.1007/s00270-024-03660-w
Functional characterization of the Komagataella phaffii 1033 gene promoter and transcriptional terminator,https://link.springer.com/article/10.1007/s11274-023-03682-5
COVID Aortic Clot,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-3-031-24251-9_3
The role of hexose transporter-like sensor hxs1 and transcription activator involved in carbohydrate sensing azf1 in xylose and glucose fermentation in the thermotolerant yeast Ogataea polymorpha,https://link.springer.com/article/10.1186/s12934-022-01889-z
Multi-Objective Optimization Algorithms in Medical Image Analysis,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-3-031-17544-2_4
"Inhibition of cell cycle-dependent hyphal and biofilm formation by a novel cytochalasin 19,20‑epoxycytochalasin Q in Candida albicans",https://link.springer.com/article/10.1038/s41598-023-36191-4
Promoter profiling of Arabidopsis amino acid transporters: clues for improving crops,https://link.springer.com/article/10.1007/s11103-021-01193-1
Early cellular events and potential regulators of cellulase induction in Penicillium janthinellum NCIM 1366,https://link.springer.com/article/10.1038/s41598-023-32340-x
A comprehensive review of Hungarian futures studies in light of international journal articles,https://link.springer.com/article/10.1186/s40309-022-00201-x
Predicting the Failure of Component X in the Scania Dataset with Graph Neural Networks,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-3-031-58553-1_20
"Synthesis, Crystal Structure, and Properties of Phenylsilicon(IV) Bis-catecholate Complexes",https://link.springer.com/article/10.1134/S1070328422090019
‘Mother(Nature) knows best’ – hijacking nature-designed transcriptional programs for enhancing stress resistance and protein production in Yarrowia lipolytica; presentation of YaliFunTome database,https://link.springer.com/article/10.1186/s12934-023-02285-x
Effects of triple therapy on disease burden in patients of GOLD groups C and D: results from the observational COPD cohort COSYCONET,https://link.springer.com/article/10.1186/s12890-024-02902-4
Percutaneous thrombectomy in patients with intermediate- and high-risk pulmonary embolism and contraindications to thrombolytics: a systematic review and meta-analysis,https://link.springer.com/article/10.1007/s11239-022-02750-1
Sucrose-nonfermenting 1 kinase activates histone acetylase GCN5 to promote cellulase production in Trichoderma,https://link.springer.com/article/10.1007/s00253-023-12617-x
The Effect of Post-activation Performance Enhancement of Coincidence Anticipation Timing in Basketball Players,https://link.springer.com/article/10.1007/s41465-023-00277-8
Nutrient Biofortification in Crop Plants by the CRISPR/Cas9 Technology: A Potential Approach for Sustainable Food Security,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-981-99-8529-6_12
Promoter profiling of Arabidopsis amino acid transporters: clues for improving crops,https://link.springer.com/article/10.1007/s11103-021-01193-1
Insights into the Genetic Improvement of Tomato,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-981-97-3119-0_7
From Neurotransmitter to Plant Protector: The Intricate World of GABA Signaling and its Diverse Functions in Stress Mitigation,https://link.springer.com/article/10.1007/s00344-024-11470-0
Engineering Phytonutrient Content in Tomato by Genome Editing Technologies,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-3-031-46150-7_22
A comprehensive review of Hungarian futures studies in light of international journal articles,https://link.springer.com/article/10.1186/s40309-022-00201-x
Zo zit het met de evidence,https://link.springer.com/article/10.1007/s41193-023-0741-3
Biofortification of Tomato: Enhancing Vitamin and Mineral Content for a Healthier Diet,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-981-97-3438-2_15
Association genetics of the parameters related to nitrogen use efficiency in Brassica juncea L.,https://link.springer.com/article/10.1007/s11103-020-01076-x
Gamma-aminobutyric acid interactions with phytohormones and its role in modulating abiotic and biotic stress in plants,https://link.springer.com/article/10.1007/s44154-024-00180-y
Genome Editing in Horticultural Plants: Present Applications and Future Perspective,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-3-031-46150-7_14
Vegetable Crop Improvement Through CRISPR Technology for Food Security,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-3-031-08072-2_2
Characterization of A π–π stacking cocrystal of 4-nitrophthalonitrile directed toward application in photocatalysis,https://link.springer.com/article/10.1038/s41467-024-45686-1
CRISPR-Cas and Its Applications in Food Production,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-981-99-8529-6_13
Catalytic enantioselective intramolecular hydroamination of alkenes using chiral aprotic cyclic urea ligand on manganese (II),https://link.springer.com/article/10.1038/s41467-024-50757-4
Application of CRISPR/Cas system in optimizing nutrients and anti-nutrients content in fruits,https://link.springer.com/article/10.1007/s42535-023-00652-y
"Synthesis of a New Type of Ligands and Its Application in Copolymerization with Carbon Dioxide, Propylene Oxide, and Ethyl Isocyanate",https://link.springer.com/article/10.1134/S1070363222080205
Multi-gene metabolic engineering of tomato plants results in increased fruit yield up to 23%,https://link.springer.com/article/10.1038/s41598-020-73709-6
Updates and Applications of CRISPR/Cas Technology in Plants,https://link.springer.com/article/10.1007/s12374-023-09383-8
Enhancement of Cat Breeds Classification Model Based on Meta Loss Correction,https://link.springer.comhttps://link.springer.com/chapter/10.1007/978-981-99-9640-7_8
(+)-Catechin mitigates impairment in insulin secretion and beta cell damage in methylglyoxal-induced pancreatic beta cells,https://link.springer.com/article/10.1007/s11033-024-09338-3
CO hydrogenation to ethanol over CuZnAl composite catalysts with the addition of carbon nanotubes,https://link.springer.com/article/10.1007/s11144-022-02229-3
Catalytic enantioselective intramolecular hydroamination of alkenes using chiral aprotic cyclic urea ligand on manganese (II),https://link.springer.com/article/10.1038/s41467-024-50757-4
Genome-wide identification and comparative analysis of the Amino Acid Transporter (AAT) gene family and their roles during Phaseolus vulgaris symbioses,https://link.springer.com/article/10.1007/s10142-024-01331-0
A comprehensive review of Hungarian futures studies in light of international journal articles,https://link.springer.com/article/10.1186/s40309-022-00201-x
Multidrug-resistant phenotypes of genetically diverse Escherichia coli isolates from healthy domestic cats,https://link.springer.com/article/10.1038/s41598-024-62037-8
Advanced Surfaces by Anchoring Thin Hydrogel Layers of Functional Polymers,https://link.springer.com/article/10.1007/s10118-020-2474-y
Successful tracheal regeneration using biofabricated autologous analogues without artificial supports,https://link.springer.com/article/10.1038/s41598-022-24798-y
Evidence for sponges as sister to all other animals from partitioned phylogenomics with mixture models and recoding,https://link.springer.com/article/10.1038/s41467-021-22074-7
"The Valued Life Activities Scale (VLAs): linguistic validation, cultural adaptation and psychometric testing in people with rheumatic and musculoskeletal diseases in the UK",https://link.springer.com/article/10.1186/s12891-020-03409-9
Improved biharmonic kernel signature for 3D non-rigid shape matching and retrieval,https://link.springer.com/article/10.1007/s00371-023-03254-6
Suppression of top-down influence decreases neuronal excitability and contrast sensitivity in the V1 cortex of cat,https://link.springer.com/article/10.1038/s41598-021-95407-7
Efficacy and safety of Eradicat® feral cat baits in eastern Australia: population impacts of baiting programmes on feral cats and non-target mammals and birds,https://link.springer.com/article/10.1007/s10340-021-01433-9
Different interpretation of additional evidence for HTA by the commissioned HTA body and the commissioning decision maker in Germany: whenever IQWiG and Federal Joint Committee disagree,https://link.springer.com/article/10.1186/s13561-019-0254-6
Control of oviductal fluid flow by the G-protein coupled receptor Adgrd1 is essential for murine embryo transit,https://link.springer.com/article/10.1038/s41467-021-21512-w
